"GEO_ID","NAME","B27015_001E","B27015_001EA","B27015_001M","B27015_001MA","B27015_002E","B27015_002EA","B27015_002M","B27015_002MA","B27015_003E","B27015_003EA","B27015_003M","B27015_003MA","B27015_004E","B27015_004EA","B27015_004M","B27015_004MA","B27015_005E","B27015_005EA","B27015_005M","B27015_005MA","B27015_006E","B27015_006EA","B27015_006M","B27015_006MA","B27015_007E","B27015_007EA","B27015_007M","B27015_007MA","B27015_008E","B27015_008M","B27015_008MA","B27015_008EA","B27015_009E","B27015_009EA","B27015_009M","B27015_009MA","B27015_010E","B27015_010EA","B27015_010M","B27015_010MA","B27015_011E","B27015_011EA","B27015_011M","B27015_011MA","B27015_012E","B27015_012EA","B27015_012M","B27015_012MA","B27015_013E","B27015_013EA","B27015_013M","B27015_013MA","B27015_014E","B27015_014EA","B27015_014M","B27015_014MA","B27015_015E","B27015_015EA","B27015_015M","B27015_015MA","B27015_016E","B27015_016EA","B27015_016M","B27015_016MA","B27015_017E","B27015_017EA","B27015_017M","B27015_017MA","B27015_018E","B27015_018EA","B27015_018M","B27015_018MA","B27015_019E","B27015_019EA","B27015_019M","B27015_019MA","B27015_020E","B27015_020EA","B27015_020M","B27015_020MA","B27015_021E","B27015_021EA","B27015_021M","B27015_021MA","B27015_022E","B27015_022EA","B27015_022M","B27015_022MA","B27015_023E","B27015_023EA","B27015_023M","B27015_023MA","B27015_024E","B27015_024EA","B27015_024M","B27015_024MA","B27015_025E","B27015_025EA","B27015_025M","B27015_025MA","B27015_026E","B27015_026EA","B27015_026M","B27015_026MA",
"0500000US47075","Haywood County, Tennessee","17395","null","138","null","4212","null","505","null","3328","null","446","null","819","null","260","null","2841","null","400","null","884","null","243","null","4630","null","658","null","4246","654","null","null","2169","null","382","null","2706","null","521","null","384","null","183","null","4112","null","590","null","3711","null","536","null","2901","null","422","null","1459","null","346","null","401","null","176","null","2281","null","457","null","2121","null","405","null","1690","null","346","null","743","null","269","null","160","null","128","null","2160","null","430","null","2071","null","425","null","1908","null","407","null","402","null","135","null","89","null","69","null",
"0500000US47077","Henderson County, Tennessee","27590","null","133","null","5595","null","744","null","4707","null","654","null","1340","null","304","null","4055","null","589","null","888","null","251","null","7102","null","980","null","6358","908","null","null","3034","null","567","null","4255","null","662","null","744","null","236","null","5652","null","986","null","5313","null","958","null","4040","null","740","null","1990","null","506","null","339","null","175","null","4442","null","991","null","4250","null","933","null","3335","null","768","null","1362","null","453","null","192","null","144","null","4799","null","829","null","4575","null","766","null","4127","null","750","null","1066","null","341","null","224","null","316","null",
"0500000US47079","Henry County, Tennessee","31687","null","126","null","8035","null","883","null","7278","null","862","null","2957","null","607","null","5807","null","781","null","757","null","237","null","8601","null","938","null","7771","853","null","null","4755","null","603","null","4939","null","717","null","830","null","253","null","6282","null","838","null","5573","null","837","null","4378","null","744","null","2242","null","371","null","709","null","351","null","3194","null","582","null","2916","null","524","null","2506","null","476","null","1038","null","263","null","278","null","120","null","5575","null","839","null","5352","null","834","null","4841","null","792","null","1235","null","339","null","223","null","134","null",
"0500000US47081","Hickman County, Tennessee","23047","null","259","null","3990","null","775","null","3304","null","623","null","1018","null","252","null","2795","null","619","null","686","null","263","null","6597","null","819","null","6029","783","null","null","3627","null","678","null","3429","null","556","null","568","null","234","null","4723","null","850","null","4391","null","802","null","2927","null","608","null","2064","null","588","null","332","null","151","null","3157","null","758","null","3023","null","745","null","2392","null","598","null","833","null","423","null","134","null","91","null","4580","null","654","null","4341","null","631","null","3685","null","552","null","1111","null","299","null","239","null","134","null",
"0500000US47083","Houston County, Tennessee","7936","null","156","null","1552","null","307","null","1216","null","226","null","415","null","114","null","1028","null","208","null","336","null","153","null","2176","null","392","null","1872","338","null","null","1031","null","218","null","1334","null","318","null","304","null","135","null","1776","null","389","null","1733","null","383","null","1395","null","300","null","628","null","173","null","43","null","32","null","1223","null","428","null","1180","null","415","null","996","null","357","null","381","null","131","null","43","null","36","null","1209","null","362","null","1177","null","354","null","1049","null","336","null","249","null","109","null","32","null","31","null",
"0500000US47085","Humphreys County, Tennessee","18188","null","67","null","3255","null","539","null","2772","null","484","null","1026","null","203","null","2375","null","491","null","483","null","192","null","4824","null","688","null","4485","672","null","null","3167","null","595","null","2279","null","415","null","339","null","119","null","2980","null","654","null","2762","null","588","null","2327","null","518","null","885","null","218","null","218","null","162","null","3316","null","573","null","3215","null","579","null","2545","null","497","null","1353","null","402","null","101","null","71","null","3813","null","700","null","3552","null","666","null","3291","null","626","null","779","null","244","null","261","null","231","null",
"0500000US47087","Jackson County, Tennessee","11450","null","90","null","2877","null","317","null","2483","null","291","null","778","null","166","null","2157","null","286","null","394","null","149","null","3220","null","504","null","2719","390","null","null","1775","null","337","null","1546","null","292","null","501","null","269","null","2177","null","445","null","1945","null","410","null","1419","null","360","null","860","null","233","null","232","null","96","null","1833","null","425","null","1727","null","416","null","1495","null","356","null","377","null","144","null","106","null","75","null","1343","null","389","null","1300","null","379","null","1158","null","359","null","321","null","161","null","43","null","45","null",
"0500000US47089","Jefferson County, Tennessee","51731","null","291","null","8550","null","911","null","6914","null","798","null","2509","null","449","null","5486","null","691","null","1636","null","374","null","12901","null","1153","null","11547","1068","null","null","6356","null","763","null","7587","null","903","null","1354","null","329","null","10986","null","1325","null","9966","null","1214","null","7408","null","1091","null","4233","null","689","null","1020","null","386","null","7165","null","1100","null","6625","null","1059","null","5096","null","858","null","2279","null","529","null","540","null","258","null","12129","null","1311","null","11408","null","1254","null","9910","null","1105","null","2506","null","521","null","721","null","231","null",
"0500000US47091","Johnson County, Tennessee","15741","null","237","null","4589","null","672","null","3803","null","552","null","815","null","188","null","3507","null","544","null","786","null","299","null","4821","null","548","null","4285","512","null","null","2190","null","342","null","2824","null","473","null","536","null","204","null","2235","null","522","null","1991","null","482","null","1576","null","428","null","795","null","243","null","244","null","129","null","1856","null","488","null","1764","null","465","null","1643","null","453","null","427","null","143","null","92","null","62","null","2240","null","506","null","2124","null","488","null","1847","null","501","null","677","null","245","null","116","null","71","null",
"0500000US47093","Knox County, Tennessee","449295","null","1337","null","71442","null","2357","null","60104","null","2204","null","25206","null","1582","null","43003","null","1602","null","11338","null","961","null","88163","null","2937","null","77559","2847","null","null","50879","null","2255","null","39718","null","1931","null","10604","null","1061","null","80533","null","2891","null","74136","null","2508","null","60737","null","2301","null","24619","null","1341","null","6397","null","746","null","68234","null","3190","null","65212","null","2969","null","59096","null","2815","null","14217","null","1189","null","3022","null","564","null","140923","null","3746","null","137316","null","3673","null","128820","null","3489","null","20999","null","1319","null","3607","null","562","null",
"0500000US47095","Lake County, Tennessee","4603","null","212","null","1592","null","219","null","1453","null","207","null","284","null","98","null","1360","null","209","null","139","null","62","null","913","null","209","null","778","189","null","null","489","null","150","null","477","null","130","null","135","null","67","null","761","null","202","null","598","null","168","null","479","null","141","null","251","null","79","null","163","null","102","null","746","null","201","null","684","null","179","null","638","null","180","null","122","null","47","null","62","null","66","null","591","null","203","null","569","null","198","null","437","null","164","null","189","null","98","null","22","null","32","null",
"0500000US47097","Lauderdale County, Tennessee","23141","null","226","null","5571","null","607","null","4810","null","578","null","1453","null","306","null","4113","null","528","null","761","null","210","null","6807","null","607","null","6122","547","null","null","3288","null","390","null","3916","null","451","null","685","null","167","null","4693","null","603","null","4124","null","539","null","3060","null","432","null","1646","null","336","null","569","null","218","null","3100","null","514","null","2983","null","507","null","2677","null","504","null","597","null","118","null","117","null","88","null","2970","null","515","null","2838","null","511","null","2592","null","506","null","598","null","144","null","132","null","79","null",
"0500000US47099","Lawrence County, Tennessee","42894","null","127","null","8612","null","826","null","6862","null","596","null","2170","null","340","null","6215","null","548","null","1750","null","589","null","11253","null","1082","null","9512","804","null","null","5889","null","508","null","6108","null","571","null","1741","null","525","null","9833","null","974","null","8655","null","876","null","6602","null","748","null","3191","null","524","null","1178","null","351","null","5528","null","961","null","5232","null","909","null","4705","null","786","null","1087","null","322","null","296","null","135","null","7668","null","1094","null","7149","null","1048","null","6106","null","906","null","1766","null","456","null","519","null","239","null",
"0500000US47101","Lewis County, Tennessee","11774","null","123","null","2740","null","608","null","2415","null","556","null","707","null","239","null","2058","null","522","null","325","null","163","null","3456","null","704","null","3079","631","null","null","1675","null","432","null","1976","null","485","null","377","null","164","null","2252","null","634","null","2040","null","540","null","1704","null","487","null","794","null","260","null","212","null","230","null","1642","null","532","null","1478","null","496","null","1322","null","457","null","381","null","174","null","164","null","117","null","1684","null","626","null","1576","null","610","null","1395","null","573","null","356","null","186","null","108","null","72","null",
"0500000US47103","Lincoln County, Tennessee","33545","null","199","null","5268","null","662","null","4227","null","514","null","2060","null","329","null","3284","null","465","null","1041","null","323","null","9466","null","1035","null","8652","985","null","null","5013","null","663","null","4935","null","810","null","814","null","268","null","6192","null","865","null","5672","null","761","null","4651","null","665","null","2038","null","408","null","520","null","260","null","5088","null","916","null","4828","null","843","null","4024","null","755","null","1449","null","337","null","260","null","197","null","7531","null","792","null","7345","null","782","null","6843","null","747","null","1432","null","287","null","186","null","128","null",
"0500000US47105","Loudon County, Tennessee","51893","null","133","null","6726","null","850","null","5717","null","732","null","2149","null","403","null","4771","null","708","null","1009","null","251","null","11004","null","1105","null","9502","939","null","null","6071","null","791","null","6058","null","733","null","1502","null","433","null","11676","null","1128","null","10285","null","974","null","7929","null","876","null","4302","null","647","null","1391","null","463","null","7884","null","1088","null","7060","null","944","null","6439","null","917","null","2203","null","413","null","824","null","427","null","14603","null","1228","null","13988","null","1264","null","12640","null","1140","null","4132","null","643","null","615","null","315","null",
"0500000US47107","McMinn County, Tennessee","51797","null","198","null","11761","null","1142","null","9928","null","960","null","2984","null","479","null","8329","null","892","null","1833","null","423","null","12516","null","1181","null","10922","1086","null","null","6311","null","772","null","6932","null","839","null","1594","null","369","null","9840","null","1115","null","8946","null","1080","null","6994","null","919","null","3798","null","618","null","894","null","307","null","6469","null","1109","null","5902","null","1024","null","4991","null","896","null","1846","null","582","null","567","null","267","null","11211","null","1255","null","10605","null","1142","null","9208","null","1029","null","2575","null","685","null","606","null","284","null",
"0500000US47109","McNairy County, Tennessee","25491","null","171","null","6198","null","830","null","5209","null","723","null","1435","null","279","null","4591","null","652","null","989","null","219","null","7039","null","703","null","6155","584","null","null","3236","null","399","null","4092","null","443","null","884","null","230","null","5529","null","758","null","5115","null","706","null","3966","null","614","null","1807","null","320","null","414","null","192","null","3041","null","475","null","2784","null","457","null","2389","null","395","null","776","null","192","null","257","null","102","null","3684","null","614","null","3478","null","612","null","3271","null","595","null","479","null","176","null","206","null","94","null",
"0500000US47111","Macon County, Tennessee","23453","null","145","null","4594","null","866","null","3650","null","779","null","1121","null","280","null","3165","null","720","null","944","null","277","null","6675","null","902","null","5937","797","null","null","3172","null","564","null","3913","null","691","null","738","null","275","null","4025","null","751","null","3529","null","682","null","2759","null","552","null","1037","null","484","null","496","null","277","null","4130","null","802","null","3974","null","751","null","3604","null","692","null","884","null","367","null","156","null","137","null","4029","null","765","null","3787","null","746","null","3376","null","698","null","865","null","308","null","242","null","149","null",
"0500000US47113","Madison County, Tennessee","93697","null","325","null","19771","null","1408","null","17311","null","1334","null","5281","null","703","null","13902","null","1136","null","2460","null","464","null","21282","null","1376","null","18442","1351","null","null","11708","null","1062","null","9768","null","904","null","2840","null","631","null","18495","null","1703","null","16939","null","1657","null","12356","null","1387","null","6971","null","941","null","1556","null","307","null","11668","null","1518","null","10877","null","1434","null","9113","null","1170","null","3378","null","622","null","791","null","362","null","22481","null","1741","null","21652","null","1700","null","19385","null","1569","null","4157","null","597","null","829","null","324","null",
"0500000US47115","Marion County, Tennessee","28219","null","141","null","5053","null","612","null","4408","null","553","null","1682","null","312","null","3584","null","489","null","645","null","187","null","6673","null","792","null","5789","711","null","null","3286","null","507","null","3772","null","584","null","884","null","259","null","6555","null","1000","null","6146","null","939","null","5053","null","828","null","2013","null","377","null","409","null","160","null","3914","null","800","null","3753","null","765","null","3311","null","675","null","915","null","287","null","161","null","104","null","6024","null","916","null","5836","null","864","null","5539","null","847","null","1288","null","307","null","188","null","118","null",
"0500000US47117","Marshall County, Tennessee","32508","null","204","null","4528","null","590","null","3800","null","503","null","1399","null","299","null","3182","null","483","null","728","null","260","null","8390","null","947","null","7648","909","null","null","4996","null","653","null","4411","null","760","null","742","null","210","null","7548","null","891","null","7105","null","805","null","5733","null","659","null","2333","null","493","null","443","null","209","null","4774","null","904","null","4513","null","865","null","4078","null","839","null","692","null","216","null","261","null","161","null","7268","null","969","null","6999","null","965","null","6249","null","830","null","1475","null","376","null","269","null","133","null",
"0500000US47119","Maury County, Tennessee","90735","null","228","null","11503","null","975","null","10026","null","890","null","3614","null","522","null","8019","null","826","null","1477","null","394","null","18590","null","1373","null","16662","1212","null","null","10590","null","946","null","9758","null","806","null","1928","null","506","null","19129","null","1885","null","16787","null","1683","null","13724","null","1387","null","5472","null","912","null","2342","null","572","null","15366","null","1668","null","14408","null","1643","null","13052","null","1534","null","3035","null","596","null","958","null","415","null","26147","null","1808","null","24982","null","1858","null","23157","null","1783","null","4173","null","585","null","1165","null","375","null",
"0500000US47121","Meigs County, Tennessee","11997","null","60","null","2072","null","358","null","1703","null","312","null","527","null","131","null","1534","null","300","null","369","null","118","null","3126","null","432","null","2862","438","null","null","1683","null","390","null","1700","null","275","null","264","null","94","null","2527","null","415","null","2268","null","388","null","1662","null","328","null","1018","null","225","null","259","null","120","null","2037","null","420","null","1764","null","372","null","1413","null","308","null","525","null","188","null","273","null","199","null","2235","null","400","null","2157","null","386","null","1970","null","368","null","436","null","150","null","78","null","44","null",
"0500000US47123","Monroe County, Tennessee","45458","null","173","null","9311","null","1055","null","7781","null","957","null","2595","null","430","null","6653","null","893","null","1530","null","368","null","12551","null","1412","null","11197","1343","null","null","5781","null","824","null","7436","null","1048","null","1354","null","300","null","9293","null","1102","null","8691","null","1047","null","6795","null","950","null","3250","null","652","null","602","null","281","null","6776","null","1114","null","6443","null","1076","null","5318","null","931","null","2303","null","592","null","333","null","172","null","7527","null","1047","null","7152","null","964","null","6691","null","877","null","1435","null","448","null","375","null","184","null",
"0500000US47125","Montgomery County, Tennessee","184847","null","850","null","25349","null","1526","null","21667","null","1338","null","10687","null","939","null","14077","null","1176","null","3682","null","631","null","42267","null","2377","null","38523","2252","null","null","26696","null","1959","null","17455","null","1571","null","3744","null","590","null","37047","null","2637","null","34579","null","2551","null","28690","null","2355","null","11610","null","1354","null","2468","null","418","null","30196","null","1872","null","28622","null","1839","null","25773","null","1725","null","7300","null","1019","null","1574","null","369","null","49988","null","2629","null","46693","null","2563","null","42535","null","2316","null","12031","null","1333","null","3295","null","718","null",
"0500000US47127","Moore County, Tennessee","6275","null","63","null","738","null","211","null","605","null","196","null","351","null","158","null","414","null","137","null","133","null","78","null","1447","null","447","null","1380","435","null","null","900","null","333","null","784","null","300","null","67","null","41","null","1425","null","367","null","1122","null","317","null","871","null","250","null","437","null","227","null","303","null","203","null","796","null","233","null","756","null","219","null","673","null","196","null","185","null","92","null","40","null","46","null","1869","null","355","null","1817","null","349","null","1608","null","315","null","384","null","174","null","52","null","38","null",
